-0.0495269	-0.06180927	-0.158862	0.04995222	-0.040742397	-0.089149974	-0.0354644	0.021357268	0.33062634	-0.0067383926	-0.09076516	0.026000101	-0.014660647	0.0060626157	-0.09386986	-0.035972346
0.043491088	-0.06660565	-0.18869692	-0.03022806	-0.110779904	-0.10945197	0.0037947523	-0.05169241	0.32714823	-0.023962572	-0.00020224584	0.05112059	0.042080194	0.02098913	-0.080728464	0.084375374
0.2483708	-0.38549	-0.41081434	-0.32042304	-0.37255582	-0.3740781	0.3276794	-0.34469223	0.6154936	0.29861417	0.19794768	0.2880228	0.32114768	0.3270158	-0.34087777	0.2607111
0.119331054	-0.18177485	-0.20928769	-0.17615913	-0.1739258	-0.14161687	0.12542132	-0.16909578	0.30206156	0.13865988	0.11728285	0.08228713	0.17680044	0.2061424	-0.20432568	0.11552297
-0.07153874	0.03078532	-0.14033026	0.048280697	0.00959155	-0.042854223	-0.07853823	0.040055573	0.34691384	-0.058655724	-0.09025887	-0.07512552	-0.059870597	-0.031119067	-0.015049912	-0.022862552
-0.013002532	-0.089227326	-0.11083597	-0.030719558	-0.050972708	-0.03171636	-0.018959818	-0.045828763	0.34401253	-0.04631596	-0.081467964	0.0075418814	-0.027561454	0.01806958	-0.11553383	-0.0103970645
-0.11356245	0.057788264	-0.08165996	0.043031845	0.037012476	-0.012508634	-0.16185202	0.14093725	0.2474377	-0.13251707	-0.13509925	-0.13887535	-0.11861788	-0.08869466	0.07257551	-0.03751968
0.11559231	-0.12237326	-0.2226243	-0.11677843	-0.09308459	-0.15966064	0.1703263	-0.14320047	0.21957713	0.15599756	0.14588289	0.07631415	0.15126464	0.19312307	-0.15233774	0.17224367
-0.06931987	0.08144079	-0.047520358	0.07424868	-0.05598632	0.00839813	-0.16907546	0.114923626	0.18891576	-0.09258706	-0.13861188	-0.09000346	-0.076825276	-0.09244244	0.005625413	-0.0154686365
-0.14650337	0.01646484	-0.121883504	0.059810482	0.036805432	0.05318923	-0.101786956	0.029423835	0.34668988	-0.06456938	-0.12846878	-0.096036896	-0.013122914	-0.082513414	-0.037279557	-0.10677894
-0.03607037	-0.022726389	-0.09019517	-0.027883623	-0.05694573	-0.0700502	-0.0013000502	-0.041456204	0.17572351	0.023093801	-0.06476668	0.024509177	0.0042653484	0.07069269	-0.008332594	-0.0038710153
-0.16141307	0.13788691	-0.040131345	0.13397822	0.1025227	0.06160877	-0.18253446	0.09739809	0.3130716	-0.15617712	-0.18206042	-0.11983712	-0.08472448	-0.10923183	0.10612561	-0.13915697
-0.11338134	0.041361894	-0.09540522	0.03408094	-0.08011854	-0.051620815	-0.04356522	0.058114838	0.33292452	-0.026532952	-0.06738417	-0.053381663	-0.016885972	-0.07069867	-0.037649866	-0.08445194
-0.19461189	0.14698568	0.011826451	0.109698325	0.129577	0.12946893	-0.23065607	0.13638672	0.18786736	-0.15619564	-0.14711669	-0.16442543	-0.103180856	-0.1309905	0.091653116	-0.102035984
-0.15613252	0.040806312	-0.06504143	0.09839016	0.03553869	0.06420002	-0.139428	0.16033354	0.2988139	-0.12152393	-0.2096734	-0.09513548	-0.08237621	-0.056310467	0.019059017	-0.13204193
-0.1900912	0.11455439	0.08037504	0.1375663	0.08282815	0.13446233	-0.19145863	0.14552292	0.087439835	-0.13412856	-0.183539	-0.18309511	-0.12623973	-0.16410778	0.111264326	-0.16122499
-0.05032766	-0.017133178	0.033626996	0.07281129	-0.010811052	-0.02051056	-0.02199297	-0.015635006	0.115862906	-0.06957915	-0.0130973095	-0.0310768	-0.06488999	-0.06442846	0.054556888	0.010326801
-0.09215402	-0.03851549	-0.112987146	0.022568977	0.019186804	-0.08686978	-0.066879116	0.029886203	0.2931193	-0.045094285	-0.085544296	-0.026490932	-0.03499723	-0.013476236	-0.08129894	-0.017691685
-0.70282406	0.7255744	0.75027966	0.86491764	0.8003487	0.80053025	-0.7980769	0.68727636	-0.6215071	-0.7337844	-0.7072879	-0.6166627	-0.7824558	-0.6906319	0.71470624	-0.73735577
-0.13033831	0.14957944	0.046234682	0.11402866	0.11687132	0.12478376	-0.24404156	0.15938577	0.16418055	-0.12296951	-0.13815843	-0.13117737	-0.15951586	-0.18548697	0.06599458	-0.12872359
-0.20623767	0.14998662	0.08171975	0.20605847	0.20324108	0.18362494	-0.18123862	0.13228118	0.0054381425	-0.15707207	-0.22405861	-0.20087205	-0.1290531	-0.17310439	0.1971692	-0.14710517
0.11443681	-0.17764816	-0.18565899	-0.09016729	-0.1533629	-0.13246527	0.041544843	-0.16015133	0.28989005	0.07942985	0.083601914	0.07764067	0.16234273	0.12369265	-0.20576818	0.14754118
-0.16468336	0.047583796	-0.0059304317	0.079862624	0.053283893	0.05388611	-0.12818132	0.092731535	0.20197709	-0.082486644	-0.13819246	-0.12378919	-0.10325951	-0.0865609	0.008219249	-0.103537016
